2008,2,3,13,39.9171,116.34617
2008,2,3,13,39.91106,116.35487
2008,2,3,14,39.90588,116.32844
2008,2,3,14,39.91197,116.35735
2008,2,3,14,39.90423,116.3564
2008,2,3,18,39.90591,116.34726
2008,2,3,6,39.9185,116.34022
2008,2,3,6,39.9185,116.34022
2008,2,3,6,39.9185,116.34022
2008,2,3,7,39.9182,116.3402
2008,2,3,7,39.9182,116.3402
2008,2,3,13,39.92553,116.34943
2008,2,3,13,39.92533,116.34943
2008,2,3,13,39.92192,116.34978
2008,2,3,13,39.92095,116.34985
2008,2,3,13,39.92053,116.34988
2008,2,3,13,39.91793,116.35093
2008,2,3,13,39.91722,116.34982
2008,2,3,13,39.9171,116.34962
2008,2,3,13,39.9168,116.34765
2008,2,3,13,39.91638,116.3477
2008,2,3,13,39.91653,116.34047
2008,2,3,13,39.91653,116.3402
2008,2,3,13,39.91667,116.339
2008,2,3,13,39.9169,116.33903
2008,2,3,13,39.91685,116.3332
2008,2,3,13,39.91678,116.33315
2008,2,3,13,39.91625,116.33323
2008,2,3,13,39.91612,116.33327
2008,2,3,13,39.91545,116.33318
2008,2,3,13,39.91543,116.33318
2008,2,3,13,39.91513,116.33317
2008,2,3,13,39.91263,116.33293
2008,2,3,13,39.9127,116.32917
2008,2,3,13,39.91277,116.3291
2008,2,3,13,39.91262,116.3285
2008,2,3,13,39.91253,116.32837
2008,2,3,13,39.91243,116.32833
2008,2,3,14,39.90978,116.32838
2008,2,3,14,39.9097,116.3282
2008,2,3,14,39.90957,116.32725
2008,2,3,14,39.90957,116.32725
2008,2,3,14,39.90962,116.32388
2008,2,3,14,39.90592,116.32923
2008,2,3,14,39.90645,116.32935
2008,2,3,14,39.90917,116.32902
2008,2,3,14,39.91748,116.3285
2008,2,3,14,39.91923,116.32852
2008,2,3,14,39.91938,116.32852
2008,2,3,14,39.92007,116.32855
2008,2,3,14,39.92118,116.32858
2008,2,3,14,39.92555,116.3282
2008,2,3,14,39.9256,116.32825
2008,2,3,14,39.92228,116.33817
2008,2,3,14,39.91723,116.3386
2008,2,3,14,39.91717,116.33863
2008,2,3,14,39.91697,116.33908
2008,2,3,14,39.917,116.3403
2008,2,3,14,39.91697,116.34032
2008,2,3,14,39.91677,116.3403
2008,2,3,14,39.9156,116.34023
2008,2,3,14,39.9155,116.3401
2008,2,3,14,39.91557,116.3397
2008,2,3,14,39.91553,116.33957
2008,2,3,14,39.9144,116.33898
2008,2,3,14,39.91447,116.33863
2008,2,3,14,39.91457,116.33858
2008,2,3,14,39.91457,116.33858
2008,2,3,14,39.91597,116.33845
2008,2,3,14,39.91682,116.33882
2008,2,3,14,39.92027,116.33862
2008,2,3,14,39.92032,116.33872
2008,2,3,14,39.9203,116.34032
2008,2,3,14,39.92037,116.34035
2008,2,3,14,39.92185,116.34058
2008,2,3,14,39.92212,116.34555
2008,2,3,14,39.92212,116.34662
2008,2,3,14,39.92212,116.34673
2008,2,3,14,39.9221,116.34672
2008,2,3,14,39.92212,116.34672
2008,2,3,14,39.92272,116.34687
2008,2,3,14,39.9228,116.34688
2008,2,3,14,39.92513,116.34722
2008,2,3,14,39.92528,116.34722
2008,2,3,15,39.92037,116.34988
2008,2,3,15,39.91945,116.3499
2008,2,3,15,39.91858,116.35068
2008,2,3,15,39.91713,116.35083
2008,2,3,15,39.91702,116.35083
2008,2,3,15,39.91675,116.35075
2008,2,3,15,39.91657,116.35058
2008,2,3,15,39.9165,116.35028
2008,2,3,15,39.91702,116.34793
2008,2,3,15,39.91703,116.33848
2008,2,3,15,39.91695,116.33595
2008,2,3,15,39.91627,116.336
2008,2,3,15,39.91573,116.33603
2008,2,3,15,39.91583,116.33607
2008,2,3,15,39.91583,116.33607
2008,2,3,15,39.91603,116.336
2008,2,3,15,39.91603,116.336
2008,2,3,15,39.91617,116.33598
2008,2,3,15,39.91693,116.33598
2008,2,3,15,39.91703,116.33608
2008,2,3,15,39.91712,116.33628
2008,2,3,15,39.91703,116.33737
2008,2,3,15,39.91703,116.34017
2008,2,3,15,39.91705,116.34027
2008,2,3,15,39.91702,116.34032
2008,2,3,15,39.91702,116.34032
